Unnamed: 0,Albania,Advanced Economies,Armenia,Australia,Austria,Burundi,Belgium,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Botswana,Canada,Chile,China,Colombia,Costa Rica,Cyprus,Czech Republic,Germany,Dominica,Denmark,Dominican Republic,Algeria,EMDE East Asia & Pacific,EMDE Europe & Central Asia,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,Gabon,United Kingdom,Georgia,Greece,Guatemala,High Income Countries,"Hong Kong SAR, China",Honduras,Croatia,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,"Korea, Rep.",Kuwait,EMDE Latin America & Caribbean,Lebanon,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,"Moldova, Rep.",Maldives,Mexico,Middle-Income Countries (MIC),North Macedonia,Myanmar,Mongolia,EMDE Middle East & N. Africa,Mauritius,Malawi,Malaysia,Nigeria,Nicaragua,Netherlands,Norway,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,Qatar,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,El Salvador,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Seychelles,Thailand,Tunisia,Turkey,"Taiwan, China","Tanzania, United Rep.",Uganda,Ukraine,Uruguay,United States,"Venezuela, RB",Viet Nam,World (WBG members),Samoa,South Africa,Zambia
1995M07,4.806975,,,2.470225,4.459402,,1.299029,,3.407713,,,,,,11.23138,,1.223114,33.49953,6.118628,,2.362069,,4.883953,2.416919,,,,,5.153191,,17.85141,,3.747305,3.066152,4.599639,1.323208,,2.018365,,,,,,,3.060653,6.644221,4.188557,8.06475,2.711195,2.375761,,2.206433,1.873703,,5.693943,,,,2.733534,,,,,,1.471324,,,,,,,,,,,,,,4.184557,,1.888513,,9.016148,3.467561,,,,11.04856,3.882263,,6.112735,1.318703,,10.87421,,7.545931,3.911314,8.782545,,,4.976511,3.388627,4.873257,,5.669362,2.182266,,,,,,,1.581267,,,,,,
1995M08,4.317239,,,2.249311,4.228483,,1.186793,,3.266363,,,,,,11.03202,,1.183442,30.0439,5.916556,,2.458269,,5.065766,2.377554,,,,,4.891664,,18.90297,,3.227313,2.763341,4.409156,1.307841,,1.886093,,,,,,,3.460349,5.898493,3.747392,7.538535,2.760554,2.54468,,2.014211,1.812948,,5.848913,,,,2.616368,,,,,,1.282909,,,,,,,,,,,,,,3.780907,,1.738554,,7.514589,3.314149,,,,10.84063,3.667193,,5.863522,1.299556,,10.88779,,7.047397,3.662711,8.340998,,,4.673199,3.30573,4.533484,,5.508846,2.287125,,,,,,,1.442537,,,,,,
1995M09,3.348102,,,2.342402,4.515285,,1.283156,,3.009381,,,,,,12.77539,,1.144727,31.06398,6.148705,,2.515061,,5.851366,2.422276,,,,,5.170446,,16.22033,,3.636284,3.141129,4.376663,1.366273,,1.898412,,,,,,,2.967676,6.803453,3.936694,7.665258,3.064667,2.426281,,2.064466,1.764316,,6.564599,4.260704,,,2.61511,,,,,,1.545911,,,,,,,,,,,,,,3.89756,,1.613688,,8.545331,3.48032,,,,11.53607,3.452306,,6.02863,1.480871,,10.52965,2.538437,7.016282,3.669835,9.208511,,,4.982577,3.384704,5.411627,,6.414956,2.700314,,,,,,,1.484144,,,,,,
1995M10,3.195156,,,2.289348,4.07931,,1.260701,,2.966731,,,,,,12.92091,,1.114707,26.1135,6.59918,,2.706339,,5.449771,2.444134,,,,,5.239834,,16.62963,,3.566822,2.825861,4.080877,1.327498,,1.906344,3.304388,,,,,,3.485902,7.365449,4.270245,7.883785,2.796758,2.536618,,1.991338,1.862662,,6.287517,4.447106,,,2.740092,,,,,,1.518343,,,,,,,,,,,,,,3.844447,,1.511799,,8.222023,3.604467,,,,11.42233,3.33995,,5.471473,1.548034,,9.543659,,7.168955,4.066021,8.80619,,,4.838555,3.513276,4.671003,,5.744404,2.578698,,,,,,,1.459619,,,,,,
1995M11,3.164983,,,2.450291,3.437132,,1.18024,,3.517214,,,,,,12.88717,,1.062086,27.64912,6.510622,,2.915535,,5.680759,2.400489,,,,,5.126822,,18.08102,,3.403953,2.523223,4.270492,1.303996,,1.893333,3.200854,,,,,,3.394832,7.004574,4.342327,6.664382,2.47559,2.05265,,1.833592,1.507978,,6.31135,4.444814,,,2.842355,,,,,,1.529503,,,,,,,,,,,,,,3.686471,,1.493013,,8.01323,3.619948,,,,10.65982,3.09591,,5.509333,1.530752,,8.467152,,6.017178,3.219662,8.727594,,,5.034636,3.295771,4.377435,,5.523222,2.759103,,,,,,,1.439895,,,,,,
1995M12,3.174756,,,2.575394,3.69835,,1.358414,,4.244819,,,,,,14.54659,,1.083454,28.75387,7.038573,,2.997439,,6.10214,2.443732,,,,,5.36544,,18.19587,,4.085051,2.982201,4.291748,1.401287,,1.929833,3.278712,,,,,,3.602779,10.34908,4.600918,7.317017,2.712079,2.284952,,2.09634,1.885994,,6.284595,5.938629,,,2.853941,,,,,,1.64114,,,,,,2.559791,,,,,,,,3.739405,,2.142902,,8.836428,3.854495,,,,12.85163,2.962922,,6.283275,1.555037,,9.388568,3.035535,6.789454,3.738456,8.960108,,,5.948804,3.137609,4.290094,,5.912789,2.375047,,,,,,,1.46627,,,,,,
1996M01,2.972247,,,2.207842,3.820003,,1.138683,,1.263626,,,,,,13.3339,,1.053913,23.58525,5.31507,,2.664888,,5.907288,2.334229,,,,,4.704686,,15.58549,,3.497256,2.701502,3.428926,1.261576,,1.737648,2.70828,,,,,,3.084366,8.061187,4.312885,5.963924,2.640353,2.096796,,2.010918,1.728864,,6.422476,4.392084,,,2.721522,,7.565507,,,,1.461537,,,,,,2.248114,,,,,,,,3.22136,,2.042317,2.25095,7.553495,3.313355,,,,12.13522,3.592524,,5.63746,1.196541,,7.372731,,5.553964,6.555831,8.633386,,,5.140039,3.530132,4.259392,,5.858913,2.19802,,,,,0.474923,,1.324271,,,,,,
1996M02,3.05238,,,2.097556,4.06298,,1.15582,,0.999253,,,,,,14.19478,,1.013558,23.38617,7.033652,,2.904216,,6.241801,2.417787,,,,,5.588361,,15.79618,,3.796879,2.637696,3.395036,1.274225,,1.728197,2.232841,,,,,,3.447632,7.699,4.898546,6.893753,2.589606,2.091941,,2.037067,1.93427,,6.494506,5.153082,,,2.8061,,7.783915,,,,1.437826,,,,,,2.23372,,,,,,,,4.029004,,2.762726,2.249426,7.462832,3.535729,,,,12.64624,3.295178,,5.579351,1.107021,,6.79318,,6.304259,9.637148,8.733057,,,4.097618,2.901505,4.227078,,6.217203,2.039479,,,,,0.546306,,1.341524,,,,,,
1996M03,2.899858,,,2.396291,4.430983,,1.434129,,0.685242,,,,,,14.4311,,1.196977,25.59536,7.225736,,3.369227,,6.348056,2.403511,,,,,5.532004,,15.27715,,4.792199,2.79647,3.326335,1.363506,,1.714377,3.06607,,,,,,3.129864,7.896368,4.549058,6.647946,2.60396,2.210099,,2.294943,2.177635,,7.696542,4.857429,,,2.846735,,7.987693,,,,1.397683,,,,,,2.310447,,,,,,,,3.590121,,2.788178,2.284792,8.385641,4.115151,,,,12.73934,3.191931,,6.253262,1.060378,,7.910263,3.354023,6.155637,6.294809,8.768765,,,5.878909,2.916542,4.171253,,6.518398,1.970529,,,,,0.447549,,1.440465,,,,,,
1996M04,2.690844,,,2.05089,4.244392,,1.327008,,0.836143,,,,,,13.0072,,1.224071,25.2647,7.463333,,2.88988,,5.762742,2.453108,,,,,5.612802,,16.38576,,4.614251,2.817124,3.049837,1.30348,,1.7107,3.512456,,,,,,2.847267,6.80549,4.227311,6.757748,2.499712,2.781743,,2.591859,2.138896,,6.846321,5.003449,,,2.867015,,7.551714,,,,1.405957,,,,,,2.13742,,,,,,,,3.968704,,2.433749,2.282447,8.35472,4.190513,,,,12.5828,3.354764,,5.780167,1.269023,,6.529285,,6.22795,8.165337,8.969825,,,5.033671,2.841685,3.894598,,6.141923,2.3466,,,,,0.442304,,1.341995,,,,,,
