date,CPI,country,PriceBasket,HHI_titles,ExclusivityShare,GoogleTrends_torrent,GoogleTrends_watch_free,Lumen_DMCA_count,PiracyIndex,Income,PriceIncome,PlatformCount,event_price_hike,event_dns_block,event_major_release,PiracyIndex_lag1,PiracyIndex_lag2,PiracyIndex_lag3,PriceBasket_lag1,PriceBasket_lag2,PriceBasket_lag3,rolling_mean_3,month_sin,month_cos,FragmentationIndex
1981-02-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-03-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-04-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-05-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-06-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-07-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-08-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-09-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-10-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-11-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1981-12-01,,Iceland,,0.4336,1.0,,,,,,,,,,,,,,,,,,,,
1982-01-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-02-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-03-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-04-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-05-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-06-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-07-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-08-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-09-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-10-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-11-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1982-12-01,,Iceland,,0.41715976331360943,1.0,,,,,,,,,,,,,,,,,,,,
1983-01-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-02-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-03-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-04-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-05-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-06-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-07-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-08-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-09-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-10-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-11-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1983-12-01,,Iceland,,0.48299319727891155,1.0,,,,,,,,,,,,,,,,,,,,
1984-01-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-02-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-03-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-04-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-05-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-06-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-07-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-08-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-09-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-10-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-11-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1984-12-01,,Iceland,,0.393718042366691,0.9459459459459459,,,,,,,,,,,,,,,,,,,,
1985-01-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-02-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-03-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-04-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-05-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-06-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-07-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-08-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-09-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-10-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-11-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1985-12-01,,Iceland,,0.42767950052029136,0.9354838709677419,,,,,,,,,,,,,,,,,,,,
1986-01-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-02-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-03-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-04-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-05-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-06-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-07-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-08-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-09-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-10-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-11-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1986-12-01,,Iceland,,0.37142857142857144,0.9428571428571428,,,,,,,,,,,,,,,,,,,,
1987-01-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-02-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-03-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-04-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-05-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-06-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-07-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-08-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-09-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-10-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-11-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1987-12-01,,Iceland,,0.4453125,1.0,,,,,,,,,,,,,,,,,,,,
1988-01-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-02-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-03-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-04-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-05-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-06-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-07-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-08-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-09-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-10-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-11-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1988-12-01,,Iceland,,0.30177514792899407,0.8461538461538461,,,,,,,,,,,,,,,,,,,,
1989-01-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-02-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-03-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-04-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-05-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-06-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-07-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-08-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-09-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-10-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-11-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1989-12-01,,Iceland,,0.48037190082644626,0.9090909090909091,,,,,,,,,,,,,,,,,,,,
1990-01-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-02-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-03-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-04-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-05-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-06-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-07-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-08-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-09-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-10-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-11-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1990-12-01,,Iceland,,0.3007284079084287,1.0,,,,,,,,,,,,,,,,,,,,
1991-01-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-02-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-03-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-04-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-05-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-06-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-07-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-08-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-09-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-10-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-11-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1991-12-01,,Iceland,,0.4464099895941728,1.0,,,,,,,,,,,,,,,,,,,,
1992-01-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-02-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-03-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-04-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-05-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-06-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-07-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-08-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-09-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-10-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-11-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1992-12-01,,Iceland,,0.416198347107438,0.8909090909090909,,,,,,,,,,,,,,,,,,,,
1993-01-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-02-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-03-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-04-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-05-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-06-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-07-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-08-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-09-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-10-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-11-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1993-12-01,,Iceland,,0.26136363636363635,1.0,,,,,,,,,,,,,,,,,,,,
1994-01-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-02-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-03-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-04-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-05-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-06-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-07-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-08-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-09-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-10-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-11-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1994-12-01,,Iceland,,0.2936276551436901,0.9591836734693877,,,,,,,,,,,,,,,,,,,,
1995-01-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-02-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-03-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-04-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-05-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-06-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-07-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-08-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-09-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-10-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-11-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1995-12-01,,Iceland,,0.35980301631271155,0.9649122807017544,,,,,,,,,,,,,,,,,,,,
1996-01-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-02-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-03-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-04-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-05-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-06-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-07-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-08-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-09-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-10-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-11-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1996-12-01,52.07095,Iceland,,0.4327272727272727,0.9636363636363636,,,,,,,,,,,,,,,,,,,,
1997-01-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-02-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-03-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-04-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-05-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-06-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-07-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-08-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-09-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-10-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-11-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1997-12-01,52.65557,Iceland,,0.32722222222222225,0.9,,,,,,,,,,,,,,,,,,,,
1998-01-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-02-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-03-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-04-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-05-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-06-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-07-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-08-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-09-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-10-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-11-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1998-12-01,53.42846,Iceland,,0.32310093652445365,1.0,,,,,,,,,,,,,,,,,,,,
1999-01-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-02-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-03-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-04-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-05-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-06-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-07-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-08-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-09-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-10-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-11-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
1999-12-01,54.32025,Iceland,,0.32970538562582097,0.9452054794520548,,,,,,,,,,,,,,,,,,,,
2000-01-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-02-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-03-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-04-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-05-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-06-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-07-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-08-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-09-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-10-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-11-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2000-12-01,56.17321,Iceland,,0.37310979618671924,0.9487179487179487,,,,,,,,,,,,,,,,,,,,
2001-01-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-02-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-03-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-04-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-05-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-06-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-07-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-08-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-09-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-10-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-11-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2001-12-01,60.03765,Iceland,,0.3478609197244032,0.9746835443037974,,,,,,,,,,,,,,,,,,,,
2002-01-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-02-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-03-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-04-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-05-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-06-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-07-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-08-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-09-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-10-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-11-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2002-12-01,63.96155,Iceland,,0.32923781757601,0.9183673469387755,,,,,,,,,,,,,,,,,,,,
2003-01-01,65.48751,Iceland,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-02-01,65.48751,Iceland,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-03-01,65.48751,Iceland,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-04-01,65.48751,Iceland,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-05-01,65.48751,Iceland,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-06-01,65.48751,Iceland,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
2003-07-01,65.48751,Iceland,,0.2802216066481994,0.9473684210526315,,,,,,,,,,,,,,,,,,,,
