Unnamed: 0,Argentina,Australia,Belgium,Brazil,Canada,Chile,China,Costa Rica,Czech Republic,Germany,Denmark,Spain,Estonia,Finland,France,United Kingdom,"Hong Kong SAR, China",Hungary,Indonesia,Ireland,Israel,Italy,Jordan,Japan,"Korea, Rep.",Mexico,Malaysia,Netherlands,Norway,New Zealand,Peru,Philippines,Poland,Russian Federation,Singapore,Slovakia,Togo,Thailand,Turkey,"Taiwan, China",Uganda,United States
2000M02,,0.643836,1.100465,0.830878,0.820551,,,0.851065,0.923631,0.997727,,0.95401,0.698523,1.297949,1.041813,0.990845,1.030117,,1.166892,0.940299,0.928549,1.010061,1.026795,1.46398,1.737015,0.911543,,0.96586,0.707392,0.803623,0.562453,1.084241,0.899419,,1.257608,,0.931569,1.03326,1.082042,1.49274,1.252538,1.042036
2000M03,,0.646633,1.103833,0.828006,0.820747,,,0.878287,0.92665,0.99219,,0.960239,0.693122,1.300113,1.031764,1.003992,1.031528,,1.185308,0.936398,0.928251,0.99265,1.014272,1.458993,1.706383,0.906736,,0.967631,0.721646,0.804789,0.555544,1.095616,0.892084,,1.25735,,0.705974,1.037364,1.084312,1.492494,1.310665,1.044126
2000M04,,0.64567,1.150974,0.817892,0.830112,,,0.818333,0.937313,0.997858,,0.946279,0.669371,1.315552,1.032853,0.997648,1.030017,,1.185308,1.001243,0.950753,0.997846,1.005244,1.456235,1.734119,0.889825,,0.993523,0.714021,0.80862,0.547552,1.114237,0.872624,,1.254452,,0.78511,1.038613,1.044026,1.501524,1.202615,1.058967
2000M05,,0.647179,1.11916,0.8407,0.830365,,,0.851749,0.91875,0.985855,,0.962245,0.660455,1.283405,1.027396,0.992825,1.03158,,1.236666,0.963787,0.958305,0.988093,1.004338,1.467878,1.711865,0.908457,,1.012094,0.726551,0.815946,0.55138,1.115189,0.909232,,1.260599,,1.315377,1.029926,1.093197,1.493619,1.162151,1.057863
2000M06,,0.648898,1.113885,0.820182,0.843328,,,0.802908,0.922149,0.985855,,0.939662,0.662252,1.290311,1.023115,1.008806,1.03435,,1.268643,0.997587,0.964504,0.98441,0.930549,1.470421,1.708298,0.908744,,1.013418,0.74401,0.8266,0.544294,1.107268,0.898497,,1.254378,,0.602819,1.011048,1.053911,1.481958,1.129802,1.042041
2000M07,,0.651451,1.187886,0.833579,0.842776,,,0.826416,0.931544,0.983762,,0.92736,0.666453,1.288032,1.023149,1.004428,1.032993,,1.333602,0.885709,0.968557,0.984773,0.92332,1.44949,1.747468,0.904781,,1.014342,0.782515,0.852162,0.559316,1.048006,0.922563,,1.267961,,1.013233,1.009721,1.079763,1.486484,1.071959,1.041
2000M08,,0.653135,1.012309,0.86329,0.84208,,,0.845369,0.924056,0.976402,,0.92736,0.671631,1.269385,1.016754,0.998871,1.027157,,1.268643,0.935272,0.972454,0.98168,0.966671,1.438114,1.762324,0.916571,,1.020121,0.797005,0.861455,0.546563,1.053224,0.920733,,1.280341,,0.635418,0.980681,1.039159,1.48282,1.002374,1.036848
2000M09,,0.65456,1.173318,0.840527,0.846467,,,0.822084,0.912085,0.963058,,0.93114,0.665602,1.250035,1.015885,1.004809,1.025621,,1.300513,0.923985,0.975544,0.983065,0.973761,1.434899,1.71259,0.929625,,1.024439,0.803884,0.865453,0.55457,1.081629,0.908658,,1.276221,,0.915791,0.978986,1.013225,1.472559,0.843434,1.030762
2000M10,,0.653517,1.179322,0.799801,0.84303,,,0.879726,0.912203,0.962267,,0.942387,0.692251,1.257898,1.013989,1.002776,1.025708,,1.297413,1.0376,0.983166,0.961518,0.932487,1.411937,1.661913,0.927363,,0.99341,0.801389,0.849436,0.537752,1.198885,0.882005,,1.274366,,0.920177,0.972629,1.010807,1.471141,0.916752,1.033806
2000M11,,0.656058,1.073856,0.817205,0.836844,,,0.815189,0.904548,0.959157,,0.928876,0.691421,1.244929,1.005853,1.004659,1.024347,,1.345278,0.944713,0.980722,0.959027,0.944774,1.404921,1.605392,0.909836,,0.966943,0.793938,0.853657,0.546267,1.226695,0.895426,,1.258829,,0.914291,0.946415,1.040251,1.473715,,1.033806
